order_id,order_purchase_timestamp,shipping_limit_date,order_delivered_customer_date,total_delivery_time_days,price,delivery_status,geolocation_lat,geolocation_lng,customer_zip_code_prefix
b7845ba66ed8b2a92e99835d02a321df,2017-02-27 16:42:32,2017-03-06 16:50:20,2017-03-10 07:35:07,10.619849537037037,156.99,Late,-19.46448341548847,-42.56442164850814,35162
8e0167d93d1c6bdf4595ee876ac8a842,2017-12-11 13:03:12,2017-12-15 13:13:26,2017-12-23 15:53:32,12.118287037037037,39.9,Late,-23.6855090538404,-46.50316340951586,9121
a1e6c98ad1716db91efc64d1bd0271bf,2017-04-10 16:52:46,2017-04-14 17:05:09,2017-04-19 14:54:10,8.917638888888888,81.9,Late,-15.802288338748541,-43.30927433307905,39440
cb07791e2924a69295203fa188d338e2,2018-02-14 17:07:41,2018-02-20 16:28:04,2018-03-06 22:12:17,20.21152777777778,19.9,Late,-20.285557009435056,-40.30156253471047,29060
7ff9920174c1d74237a6fcb73299c0a0,2018-06-27 09:37:58,2018-07-03 02:53:18,2018-07-03 16:21:39,6.2803356481481485,49.9,Late,-21.59550910003713,-48.80470509564259,14900
cb00f9d32f51bf65823f130e9c146173,2017-05-10 09:47:59,2017-05-17 10:02:04,2017-05-23 06:22:08,12.85704861111111,56.99,Late,-19.52388491230993,-42.624508770369026,35170
acc9d9fa3a265bbc6b3411d5e8c5083d,2017-03-15 15:17:54,2017-03-23 15:17:54,2017-03-24 12:14:28,8.872615740740741,49.7,Late,-22.93886083957529,-43.17662824078128,22230
0e500dffc01c92a23a3a011ce669d039,2017-05-24 16:36:33,2017-05-31 02:45:26,2017-05-30 12:38:21,5.834583333333334,21.52,In Time,-24.50348147100233,-47.84187991326678,11900
651a0587f276ef45b1c74a72643c33ae,2017-06-07 15:05:31,2017-06-13 15:15:12,2017-06-19 18:03:04,12.12329861111111,109.9,Late,-16.734348251457092,-43.85146175728548,39400
0fd20e900b40f5cb8e6fd31df27aabbd,2017-04-07 07:26:40,2017-04-13 14:35:19,2017-05-12 16:13:11,35.365636574074074,292.9,Late,-9.640284186276483,-35.73360045741507,57052
bc1a9933d400e03035913b81f0481158,2017-05-14 12:50:58,2017-05-18 13:05:25,2017-05-23 12:14:05,8.974386574074074,35.9,Late,-22.721896279554308,-46.895096530972964,13920
48a2f7e1d2c08321278f947050d5a1d4,2017-12-27 16:56:51,2018-01-03 17:48:15,2018-01-19 18:39:42,23.07142361111111,58.8,Late,-4.226550563364743,-44.77183552535168,65700
29bf476a5068eca4bb2d21bdb684a737,2018-06-04 11:36:46,2018-06-08 11:51:25,2018-06-11 21:58:49,7.431979166666666,120.0,Late,-25.4530643052975,-49.28610492685677,80240
938324ab7faf3c0b99fe286fdda92dd5,2018-01-11 20:40:46,2018-01-18 02:31:50,2018-01-23 22:46:48,12.087523148148149,24.99,Late,-22.236604480627296,-45.70388554032222,37540
823fe1a57db195a2e5cf3e1297d831cb,2018-06-27 17:55:10,2018-07-02 18:12:41,2018-07-04 17:58:47,7.002511574074074,134.9,Late,-22.475091316744557,-46.634608602545235,13940
d6de1a325f87726ee52e1ffe80c35a1a,2018-04-10 14:42:59,2018-04-17 05:50:33,2018-04-19 19:58:47,9.219305555555556,29.9,Late,-22.92171992561602,-43.37505690966008,22730
722e6f9c78cf4ce9ba1058d788a6740d,2018-02-23 21:18:10,2018-03-13 04:11:24,2018-03-13 12:24:38,17.629490740740742,109.9,Late,-19.788407094849134,-42.13852926654287,35300
75b243673e2423675b74c7f34610610c,2017-08-05 18:56:35,2017-08-10 19:05:14,2017-08-08 14:20:09,2.8080324074074072,68.89,Quick,-23.966237398291792,-46.32818448182237,11055
1dfbad39bdbdc81e1419b9e1972cff46,2018-07-14 16:09:40,2018-07-27 16:23:56,2018-07-24 14:56:50,9.949421296296297,139.9,In Time,-23.0247873198184,-45.62128537940459,12043
4da691562dbd0818d7655eeb6dc1de84,2018-06-12 10:09:19,2018-06-21 04:15:07,2018-06-25 19:38:22,13.395173611111112,694.15,Late,-22.978032014426717,-43.22985364596931,22451
d81873131923e5aa4f6dc362f77116a2,2018-04-08 19:09:50,2018-04-16 03:35:25,2018-04-16 17:48:38,7.943611111111111,50.0,Late,-20.261765489568244,-40.271781438522524,29090
74e3bb00b7a683932b6fddb70716b39f,2018-07-18 23:10:28,2018-07-22 23:22:23,2018-07-24 21:46:39,5.9417939814814815,78.0,Late,-22.282344778959246,-46.37030216315867,37570
cf1d456a58d288fdbbb0a7f28b0b3aaf,2018-01-23 13:09:23,2018-01-30 02:35:23,2018-02-07 12:53:21,14.98886574074074,10.99,Late,-18.593208686367323,-46.517568176660454,38700
16f1d9edf9452dd60d94733527624571,2018-07-17 18:21:40,2018-07-31 18:31:18,2018-08-01 19:52:06,15.062800925925925,119.6,Late,-23.516892796006665,-47.50399456855558,18051
ff2ac13b0f36dffb6af9699f59b18377,2017-09-04 14:26:51,2017-09-11 14:35:25,2017-09-11 19:35:42,7.214479166666667,850.0,Late,-23.669134752986302,-46.55044716126143,9060
df65475c6013cd0563e8c2fd9245c378,2018-04-29 12:59:33,2018-05-04 13:11:08,2018-05-10 11:07:42,10.922326388888889,385.0,Late,-29.964361851232056,-51.1894401824688,92200
58fda12832cc512415ef25b96f1638b4,2018-07-23 08:58:19,2018-07-27 12:31:49,2018-07-25 22:03:17,2.5451157407407408,110.9,Quick,-23.007467092627124,-45.55885142509197,12061
23596e6832498c8de23143a595a7dac2,2018-05-01 19:13:43,2018-05-07 19:31:19,2018-05-10 21:22:00,9.089085648148147,69.9,Late,-23.24513728319722,-51.15720371884848,86084
56b9a849e6267dc255c0caa855ba41b3,2018-01-15 22:27:51,2018-01-21 22:37:26,2018-01-25 17:57:01,9.811921296296296,37.95,Late,-21.486728617095096,-51.54177312349734,17900
ba5aba1c68c4ba890bf8700e5536eadb,2017-03-17 01:39:40,2017-03-23 01:39:40,2017-03-29 17:06:39,12.643738425925926,68.8,Late,-29.903713539755767,-50.26837452048765,95520
e681b9d741ce6a1913e86b6351105a55,2018-07-21 19:47:08,2018-08-06 20:04:14,2018-08-10 18:05:47,19.929618055555554,49.9,Late,-30.042793959201333,-51.17191246182708,91410
9f58be0e75ed0e5862bd6dbf261a8b05,2018-06-06 19:24:54,2018-06-18 03:13:36,2018-06-22 17:32:28,15.921921296296297,110.32,Late,-27.102098999999946,-48.62961349999995,88220
d31df581f4efcfd5c6f523bb0fed1bc7,2017-11-27 11:43:42,2017-12-04 11:55:10,2017-12-04 19:12:10,7.311435185185185,58.99,Late,-23.80694036266221,-46.8167628930485,6900
0fdb712fc648aa524966c0a442999bf7,2017-09-11 21:49:04,2017-09-17 22:10:28,2017-09-16 12:27:54,4.610300925925926,18.17,In Time,-23.614628448237056,-46.63234151970684,4143
3c74b996c9db669050e3daf79f49d71d,2017-12-13 15:35:25,2017-12-19 15:50:31,2017-12-26 19:52:08,13.178275462962963,29.5,Late,-23.59486434497099,-46.68602791271853,4551
9eb628e57f6ac8d0e5ef022e6bd9030c,2018-01-20 15:46:57,2018-01-25 16:01:05,2018-01-26 14:22:16,5.94119212962963,99.87,Late,-22.615350024698508,-47.06727683458362,13825
9446587feaf53c5f0050224c099c80e2,2018-02-02 14:26:45,2018-02-08 02:53:51,2018-02-10 12:56:02,7.937002314814815,12.9,Late,-23.53718574381104,-46.59403568082404,3015
e862ab2c5b9da53dea30d39617038ffd,2018-03-04 13:17:05,2018-03-09 13:15:55,2018-03-18 15:29:37,14.092037037037038,18.0,Late,-12.896896060750613,-38.31970849780533,42703
2b6eacbae341dd75d4c44babb566be08,2017-09-05 16:17:10,2017-09-14 16:25:42,2017-09-14 21:37:43,9.222604166666667,100.0,Late,-20.660374730430604,-43.79992356928574,36400
848ab881c02107858764faed825d804b,2018-03-20 20:37:45,2018-03-26 20:50:43,2018-04-19 00:56:34,29.179733796296297,169.9,Late,-20.367504579653186,-40.3007595063477,29102
7547e3b174d5790cf512240bf8a99bf2,2017-11-18 10:10:39,2017-11-23 10:27:04,2017-11-23 16:58:54,5.2835069444444445,252.0,Late,-22.981957576172977,-43.207550549541224,22421
897fab0704eda65c69520010b02a3fee,2018-05-07 16:24:23,2018-05-11 17:56:11,2018-05-18 23:51:13,11.310300925925926,29.99,Late,-14.600135614509322,-57.49703573024903,78300
28071571611dcdb56bb375c9d6ad3fab,2017-07-02 14:56:13,2017-07-06 15:05:20,2017-07-07 22:06:43,5.298958333333333,52.9,Late,-22.80730706940549,-45.19126648324355,12515
18b3b5404f523379b23e3eed42639acc,2018-03-07 09:07:24,2018-03-14 09:28:46,2018-03-23 00:14:25,15.629872685185186,229.0,Late,-12.992075296987618,-38.461959278233074,41815
c87d92d5c64c70c79d7cadac8d53ee3a,2018-08-22 16:20:30,2018-08-31 03:25:20,2018-08-27 17:50:42,5.0626388888888885,139.9,In Time,-18.90690853150784,-48.26294909853421,38400
8cd68144cdb62dc0d60848cf8616d2a4,2017-08-04 10:08:27,2017-08-10 02:55:16,2017-08-14 17:10:10,10.292858796296295,39.0,Late,-19.447718220987273,-42.5608727321018,35162
fe2ac30768e07e362b649951cc625144,2017-01-16 16:41:18,2017-01-20 16:41:18,2017-01-26 16:24:07,9.988067129629629,74.5,Late,-12.991287070596444,-38.45467500214209,41810
2e3e34bd9284d4ff8e51142c7c70d144,2017-09-21 10:02:36,2017-09-27 10:30:22,2017-09-29 17:58:42,8.330625,139.9,Late,-20.517135250481775,-43.68767524662752,36420
984e03738ab50cbe683fc484c809d5ba,2018-08-08 21:04:15,2018-08-19 21:30:58,2018-08-27 20:34:47,18.979537037037037,189.0,Late,-12.676368726627176,-39.09798347946959,44380
fb782978193f7e29ff62d9b64c93ff54,2018-06-07 20:42:19,2018-06-17 21:31:50,2018-06-13 19:12:34,5.937673611111111,69.0,In Time,-23.63651327338564,-46.63807455730284,4313
e75011be2ec3dec23d2ed6757d35c792,2017-01-19 14:38:27,2017-01-23 14:38:27,2017-01-23 12:38:48,3.916909722222222,144.5,In Time,-21.792299083701202,-46.547177003010056,37704
d31df581f4efcfd5c6f523bb0fed1bc7,2017-11-27 11:43:42,2017-12-04 11:55:10,2017-12-04 19:12:10,7.311435185185185,58.99,Late,-23.818788271847787,-46.82839776576866,6900
1491421ac3483cac70a09399f5ea1556,2017-07-23 09:13:01,2017-08-01 06:43:17,2017-08-03 21:19:53,11.50476851851852,157.99,Late,-22.928905896474124,-43.17421164155458,22210
8f69c5872bca5b495397ff0a5d681219,2018-04-26 14:55:21,2018-05-03 15:10:46,2018-04-30 15:22:08,4.018599537037037,40.0,In Time,-23.678671913959267,-46.67830563558198,4455
7da4f8ec54a78572fcce6797f62cf1cd,2018-07-24 14:28:36,2018-07-30 14:44:39,,,1090.0,Not Delivered Yet,-22.659554878979012,-43.04013379332095,25900
c0452c14e00c9d8c3f5f30c189382329,2018-06-15 21:50:10,2018-06-19 22:20:35,2018-06-26 02:36:24,10.198773148148149,27.99,Late,-21.7551998252229,-41.33743003170378,28035
d7b6d0af984b10e088f7420344115d2c,2018-03-06 09:27:40,2018-03-12 10:09:22,2018-03-21 21:48:55,15.514756944444445,119.0,Late,-27.10291302371979,-48.91794094549822,88354
41e12d2c0b4b336d20ccb6d37cffdb17,2018-06-20 15:26:42,2018-06-26 16:01:13,2018-06-28 23:40:41,8.34304398148148,1377.5,Late,-27.589967988867105,-48.5603042778626,88015
b6bd1aa9bea85404bd9fb4c7a1cbf4a2,2017-09-21 17:13:40,2017-09-27 17:25:10,2017-10-03 19:39:02,12.100949074074075,36.5,Late,-23.69027969840508,-46.521871781631134,9180
37da3da6179d8ae1941a30b52dd4815c,2017-06-15 12:01:06,2017-06-22 03:33:52,2017-06-30 13:37:59,15.067280092592593,161.6,Late,-15.908457772984415,-48.067879330636046,72610
6631686db32c17309079cd521afd5a7d,2018-02-01 22:52:28,2018-02-07 23:06:22,2018-02-16 21:42:09,14.951168981481482,18.98,Late,-20.91897722086703,-46.97870687608777,37950
4191fb72d0d41e2814969339894ec19e,2018-03-15 16:45:19,2018-03-21 17:10:25,2018-04-19 19:12:26,35.102164351851854,110.6,Late,-22.91374622898029,-43.65498796947312,23573
efe568f189941fe81ac5ca271f4d2943,2018-07-20 08:42:50,2018-07-25 09:15:09,2018-07-30 18:41:38,10.415833333333333,29.9,Late,-12.987019487650752,-38.46083595920132,41820
de8f4a82099fe4fa6bcb8952ca51420f,2016-10-10 16:00:30,2016-10-14 16:43:19,2016-10-17 17:43:19,7.071400462962963,39.99,Late,-2.745597941545342,-42.8248278495015,65590
d4f0a2e6724782ffec52257b637dc928,2017-05-02 11:20:34,2017-05-09 11:30:23,2017-05-08 09:48:36,5.936134259259259,34.9,In Time,-19.90059745268047,-43.944365142247065,31110
05e18a6cef41f63dc86b7b254954dffc,2017-12-04 12:14:59,2017-12-08 16:31:49,2018-01-04 15:28:56,31.1346875,199.9,Late,-22.913606337757624,-43.23455502899766,20550
cf46c4a1a3f077bf5cd7e232b9bfb796,2017-10-20 10:46:34,2017-10-26 11:56:27,2017-10-26 18:03:30,6.303425925925926,13.99,Late,-20.39970915782433,-43.50314819626961,35400
1d7ff382f46d36ad1c5693e52eb63aca,2017-09-22 10:34:32,2017-10-02 10:45:48,2017-10-04 20:33:31,12.415960648148149,117.0,Late,-22.907876605055083,-43.17404851485941,20030
ad6b96778fa5ce98470d51c8159a36dc,2017-12-13 21:35:36,2017-12-19 21:49:01,2017-12-18 20:13:47,4.943182870370371,179.49,In Time,-22.36842317375491,-47.52255741061238,13506
c9e77b39e9de73578b21ef93a26f3905,2017-08-21 14:38:38,2017-08-25 14:50:15,2017-09-01 22:41:10,11.335092592592593,499.99,Late,-1.4360079053895776,-48.45758878117591,66095
b2c320c0cf7961caecc4a7612d3f8ece,2018-06-24 18:55:53,2018-06-28 05:13:00,2018-07-03 18:11:16,8.969016203703704,47.9,Late,-23.58474495679707,-46.58430283693359,3134
f2d6e146e252aff67545075d6bca048b,2018-08-08 00:23:12,2018-08-13 03:31:30,2018-08-14 19:11:55,6.783831018518518,260.0,Late,-17.868211623189172,-41.4972939232006,39801
8ee4362f8dfc794ac7cb9b309b4a87b3,2017-08-26 08:06:34,2017-08-31 08:15:09,2017-09-09 14:27:39,14.264641203703704,99.0,Late,-20.358481540066112,-40.29390276558126,29102
eb0a5f98cb58483586efdafd5cb6963d,2017-12-04 10:16:49,2017-12-11 10:03:16,2017-12-18 17:47:40,14.313090277777778,25.0,Late,-19.876122985188974,-44.98657468540485,35519
6e03e8525003c5a756f7c3c5bd8fea79,2018-04-19 21:46:04,2018-04-25 22:11:38,2018-05-09 17:11:14,19.809143518518518,99.97,Late,-20.650750012432134,-43.80618547290168,36400
7a18a504c1a4b32d883e68de2e1a7db0,2017-01-05 12:09:08,2017-01-09 12:09:08,2017-01-16 15:43:29,11.148854166666666,7.9,Late,-25.407195035257306,-49.25937725793239,80540
3e63664ed5cdf7a1435eec921b9091a1,2017-06-04 20:35:27,2017-06-08 20:50:17,,,79.99,Not Delivered Yet,-22.972755269490495,-43.20395700305842,22471
99aeaeb7e702f9008fe9823750689bbd,2018-03-22 15:52:37,2018-03-28 16:35:46,2018-03-26 15:19:03,3.9766898148148146,29.99,In Time,-22.84793782015691,-47.08562026977895,13080
7063584ebd960be71a883b756429f2e4,2017-08-30 10:46:15,2017-09-05 11:04:24,2017-09-15 19:31:38,16.36484953703704,89.9,Late,-20.14415793008301,-44.893632640838376,35500
65fe49f6306ac1ba00c59d9e65c78827,2018-03-23 13:00:12,2018-03-29 13:10:39,2018-04-24 23:08:24,32.42236111111111,37.8,Late,-22.828093849270157,-43.323488402446735,21230
b99b9831e4b244971d7fee83d5a69ee0,2017-05-26 16:13:17,2017-06-01 16:25:18,2017-06-12 12:52:53,16.860833333333332,49.9,Late,-23.41543812436366,-51.94753650087037,87020
9a4a6043b37a47e2c964bbc055f2e837,2018-02-10 18:52:05,2018-02-21 02:50:48,2018-02-21 14:55:10,10.835474537037037,59.9,Late,-19.474449087425715,-42.558969043712864,35162
9db03235fbd38dbd09a5628ebee9f71b,2017-12-01 12:29:04,2017-12-07 12:38:40,2017-12-18 21:53:15,17.39179398148148,49.9,Late,-19.92133885873388,-43.945716195394986,30190
e77b2b3ed9f949ad731cb0cc10a59000,2017-06-17 21:21:25,2017-06-21 21:30:15,2017-06-28 15:51:54,10.771168981481482,16.9,Late,-30.039280176524862,-51.22140840146578,90050
018778568fad26695334c784563c08d4,2017-10-15 13:21:57,2017-10-19 13:35:20,2017-10-24 19:33:55,9.258310185185184,44.9,Late,-22.904825449799638,-43.08820309035698,24241
57d494b053f23a8eb4a5428f30758073,2018-03-15 13:37:54,2018-03-21 14:49:32,2018-03-29 15:36:40,14.082476851851851,53.9,Late,-20.418500535662776,-51.33417975284207,15385
1f3b35f0094be1430b5d520be3436ea0,2018-04-08 23:24:30,2018-04-19 04:11:13,2018-04-13 20:07:41,4.863321759259259,26.5,In Time,-23.319351000000005,-46.58600924999999,7600
1d43ba66c2170cd8c67e694e5c0e41d8,2018-05-18 00:32:34,2018-05-22 03:56:23,2018-06-01 19:36:29,14.794386574074075,39.8,Late,-22.931035638351926,-43.19069554010616,22221
f443ec3003e193944b796356e1d62f8f,2017-05-26 13:38:31,2017-06-02 13:50:16,2017-05-31 08:12:39,4.773703703703704,219.9,In Time,-22.951676263113853,-43.17686287538231,22290
6513ea5bc339ea05486f92db1405a522,2018-06-09 21:26:38,2018-06-11 21:38:30,2018-06-18 18:11:57,8.864803240740741,78.0,Late,-14.524839232538861,-49.1457728756026,76400
c1fccaa7401a0afd72cf89d7c2f806df,2018-07-16 10:16:36,2018-08-06 10:31:01,2018-08-03 18:06:44,18.32648148148148,69.99,In Time,-23.53531161642339,-46.72772843825374,5318
b2568132625046ee9b5384ad5bd26977,2017-10-13 15:52:21,2017-10-19 17:15:17,2017-10-18 20:24:59,5.189328703703704,99.89,In Time,-22.89620175810875,-43.12117557971636,24020
1809db5bed27550212ca3903b72bc175,2018-01-06 00:32:36,2018-01-11 01:07:41,2018-01-15 17:05:42,9.689652777777777,154.9,Late,-23.535784414103492,-46.68614846557797,5021
996c7e73600ad3723e8627ab7bef81e4,2018-07-16 09:58:16,2018-07-20 10:10:18,2018-07-20 22:11:39,4.509293981481481,559.9,Late,-23.351639999999975,-47.84860999999995,18270
1a8d422cb8cdae5221a5a8eb371c49cd,2018-02-14 11:52:12,2018-02-21 02:55:56,2018-02-21 23:35:53,7.4886689814814815,40.14,Late,-22.88092679156327,-47.07164789578164,13073
44879a8f19c5e8a5e9278477b29a29ea,2018-08-23 20:56:41,2018-08-28 02:35:16,2018-08-30 20:38:29,6.987361111111111,19.99,Late,-22.96015616311732,-44.02818116772211,23860
3594e05a005ac4d06a72673270ef9ec9,2018-05-07 11:11:27,2018-05-11 17:56:33,2018-05-10 18:02:42,3.2855902777777777,18.9,In Time,-23.55106498972821,-46.785380374141546,6053
c1ca4dea0d87cd383f5790fa7a5bd78f,2018-07-16 11:21:09,2018-07-18 11:30:18,2018-07-20 17:34:39,4.259375,18.9,Late,-25.587960652620712,-49.154915363187555,83090
91073b9465875bcedff77d6df7b681a1,2018-02-05 00:06:00,2018-02-12 00:10:14,2018-02-15 18:48:04,10.779212962962964,58.9,Late,-23.7060368269248,-46.58664550818587,9861
af5cffe944c6ccd279106fe319875807,2017-05-24 22:30:25,2017-06-01 02:42:42,2017-06-03 06:57:52,9.352395833333333,69.9,Late,-25.458258688585662,-49.237756260343886,81520
c8f21ae0d8ea0dc3d6cbd9ef66d4981f,2017-05-02 10:51:29,2017-05-16 11:03:05,2017-05-11 11:34:50,9.030104166666666,78.0,In Time,-20.288203128712823,-50.25612665486652,15600
c7a60c45b05ec8fa2477a5291f1e8220,2018-03-20 10:24:43,2018-03-26 11:31:03,2018-03-23 23:38:41,3.551365740740741,22.9,In Time,-23.625364075768946,-46.74214856050551,5726
f081180e44957b00bf43b18a823e8819,2017-07-25 15:41:11,2017-08-02 11:15:26,2017-07-29 15:26:45,3.9899768518518517,58.9,In Time,-23.62537951956261,-46.756256159732224,5756
55090b3dd39aed5a2019b57cce6b174d,2017-01-27 09:33:01,2017-01-31 09:33:01,2017-03-13 13:22:34,45.15940972222222,99.9,Late,-8.754766892186867,-63.84795139559091,76824
e7fc47a9bd5fd8c1d1b566d1553be0f4,2017-05-25 09:59:33,2017-05-31 10:10:14,2017-09-19 13:38:16,117.15188657407407,89.9,Late,-19.883558703849097,-44.00233926089215,31330
2c08af91c0b50d5d87fd30ecb5cc0e31,2018-08-23 17:19:57,2018-08-27 17:30:27,2018-08-29 17:08:46,5.992233796296296,25.0,Late,-23.617884421440053,-46.466958873646576,8330
486d84b8203180049eecab6c2cb5634e,2018-03-15 17:52:22,2018-03-22 09:31:54,2018-04-02 19:58:55,18.087881944444444,151.9,Late,-23.66099723964398,-47.22582168641871,18150
2e571b4487c7119502acdb48043efcee,2017-12-03 15:57:22,2017-12-11 04:12:10,2017-12-15 22:47:41,12.284942129629629,1058.0,Late,-21.7817264074384,-48.16526020705174,14810
96c01643f38c59fe8ac1ef0480d423fc,2018-04-11 22:47:02,2018-04-19 12:50:13,2018-04-16 19:54:48,4.8803935185185185,69.9,In Time,-23.284835382451437,-47.282883976974944,13306
04f2e46bdb0ab9fb67a417100fb3ca71,2017-10-06 00:03:50,2017-10-17 05:14:47,2017-10-18 21:15:48,12.883310185185184,37.5,Late,-22.94105902969017,-43.180779965173954,22231
d8691426e29a4206ab5076fcdbc1736d,2018-03-01 21:56:03,2018-03-07 22:10:29,2018-03-05 21:32:43,3.9837962962962963,27.9,In Time,-23.18487165889549,-45.797099825148585,12225
c763b2c3f5df44712f4c646f9c28c0ef,2017-02-19 23:40:19,2017-02-23 23:40:19,2017-02-23 08:34:06,3.3706828703703704,44.99,In Time,-19.79308531735035,-42.154501589254785,35300
1960190ca65fb64227cf890a91874094,2018-08-03 16:32:19,2018-08-07 16:45:25,2018-08-08 20:58:46,5.185034722222222,79.9,Late,-23.543881438253745,-46.64608211518262,1223
116c5326c53701c0cef3abac7b086466,2017-06-15 22:40:45,2017-06-21 22:55:20,2017-06-26 15:19:45,10.69375,119.99,Late,-21.483265516007748,-41.10536529016396,28230
40017beea749da112967b0049f098acb,2017-12-15 23:36:44,2017-12-20 23:51:41,2017-12-30 15:09:19,14.647627314814814,60.0,Late,-22.92393933166944,-43.230149203993314,20520
dd7cf61b3197740df7b6bf61bbfa6994,2018-04-11 13:20:02,2018-04-17 13:35:18,2018-04-16 19:51:31,5.271863425925926,40.0,In Time,-23.01724132530858,-45.53148656043673,12080
41fedc1ca61cebf54158efdc449d93be,2018-05-16 07:08:49,2018-05-28 07:56:15,2018-06-04 19:38:27,19.520578703703702,135.9,Late,-20.070783562712094,-44.30100424548329,32900
a6a1840fec3ecb04c489ffa4b2354631,2018-03-04 21:58:12,2018-03-11 21:55:25,2018-03-28 19:14:53,23.88658564814815,11.55,Late,-19.922948729092564,-43.9690984355387,30411
80e2ed9ee8878458ac2191eb469cb0fb,2017-06-04 12:09:59,2017-06-09 13:02:01,2017-06-13 17:13:52,9.211030092592592,70.0,Late,-23.27423278709121,-47.298976549598535,13310
03b5e0da68374e8ac08cd539d0559cfe,2018-04-02 20:53:01,2018-04-09 05:28:23,2018-04-06 19:49:37,3.955972222222222,18.0,In Time,-13.010953656442622,-38.507066559105695,40170
56dc63a3acc55198e59e64a07cb6db7f,2018-03-16 19:11:43,2018-03-22 19:28:20,,,149.0,Not Delivered Yet,-23.83240151096427,-46.726001497085804,4890
41baff5b293e1068640c4fd004b40972,2017-11-03 10:27:36,2017-11-16 06:25:49,2017-11-24 20:07:02,21.40238425925926,149.99,Late,-21.246417209821708,-45.003095287812364,37200
96d881333d9aeecaab4f628ade82fa67,2018-02-10 09:42:26,2018-02-15 09:55:29,2018-02-26 18:47:00,16.378171296296298,94.9,Late,-18.919203705522534,-48.2810445262277,38400
185567188e9560063ce82e8a30f82e03,2017-10-04 10:10:41,2017-10-10 10:28:14,2017-10-23 20:57:42,19.44931712962963,59.9,Late,-22.917316715505855,-43.63214915624111,23587
93720f5a467d2edd5e84e209e8a9a4f6,2018-04-10 22:48:52,2018-04-16 23:07:42,2018-04-18 20:08:35,7.8886921296296295,79.0,Late,-23.97908309275549,-46.31394397395195,11045
