order_id,order_purchase_timestamp,shipping_limit_date,order_delivered_customer_date,total_delivery_time_days,price,delivery_status,customer_zip_code_prefix
d3181d89d5d30eb7e7ebbc78b4a0ae0f,2018-04-08 23:04:11,2018-04-16 04:10:32,2018-04-26 19:38:57,17.857476851851853,92.0,Late,90520
4d0a364f71f715f93b8b96eaa4c2dcb6,2017-07-07 17:56:19,2017-07-21 18:10:10,2017-07-17 20:32:58,10.108784722222222,89.9,In Time,12970
ad23fcc73cd109e39f5e7d073311668b,2018-02-01 09:23:11,2018-02-07 09:35:31,2018-02-19 12:38:44,18.13579861111111,69.9,Late,11990
9ae510d02fa72c4de7358dac28ee5eea,2018-03-25 22:31:44,2018-03-29 22:47:57,2018-04-11 13:38:39,16.629803240740742,99.9,Late,31130
2638e64a928557c96574eb38ef0b04e8,2018-05-03 08:15:45,2018-05-09 08:31:28,2018-05-08 21:48:45,5.564583333333333,71.9,In Time,87010
0aa86627eca7db30ae324772cc15ff7d,2017-09-11 22:24:48,2017-09-18 04:25:49,2017-09-15 21:04:32,3.944259259259259,139.9,In Time,13478
eb9afe3c048ef7be0e99305193ee4ded,2017-03-28 19:43:46,2017-04-03 19:55:20,2017-04-07 07:13:09,9.478738425925926,89.9,Late,86046
8eac09785112ead8f11813bff461fa91,2018-04-19 15:43:08,2018-04-25 15:55:18,2018-04-27 20:38:44,8.205277777777777,53.9,Late,13212
3dcab1487bcd1dbcc6c968fdfe0511fb,2018-02-04 21:19:44,2018-02-08 21:31:08,2018-02-06 15:42:58,1.7661342592592593,24.9,Quick,1452
08bf2c1104a4d1382d651ad4e921b4a6,2017-08-30 13:53:29,2017-09-05 14:05:22,2017-09-08 23:33:56,9.403090277777778,69.0,Late,11680
1f4010e63b5ac13defa48305766a912a,2018-01-19 08:58:05,2018-01-25 09:19:19,2018-02-06 20:51:50,18.49565972222222,169.9,Late,29090
80aa84ef8c5e289d84d1735060740d61,2018-08-07 15:14:01,2018-08-13 15:30:16,2018-08-15 19:11:26,8.164872685185186,69.99,Late,96211
b5027abe05e765cbc186526437ddd21f,2017-11-20 19:08:38,2017-11-27 19:15:41,2017-12-05 15:15:13,14.837905092592592,120.0,Late,87020
54229efe6f82fe1823cd30d0cb839c3e,2017-07-06 15:11:01,2017-07-24 15:25:13,2017-07-19 20:08:01,13.20625,79.99,In Time,29092
8dcedca18bb1b1f7a5db3ebb636f372e,2018-02-26 21:46:40,2018-03-04 21:55:28,2018-03-25 10:44:37,26.540243055555557,240.0,Late,9790
fab521689278ba031dbcb0dadb19207e,2018-02-11 10:30:45,2018-02-15 10:48:21,,,62.99,Not Delivered Yet,22790
63f977d58d0309c56e83b91b70693285,2017-08-21 09:42:21,2017-08-25 09:55:13,2017-08-30 20:13:01,9.437962962962963,19.9,Late,17400
4130baec40bb0cf5872d8c322e6383d5,2018-04-06 21:51:47,2018-04-11 22:09:29,2018-04-12 02:17:40,5.184641203703704,120.0,Late,11320
5e99406dbc4e63affa6367a3fd43c8af,2017-07-27 23:02:38,2017-08-02 23:15:06,2017-08-03 22:34:55,6.980752314814815,239.0,Late,80620
ddc7c19ba9ea65183373ed66beabe356,2018-06-21 02:12:27,2018-06-25 02:31:10,2018-06-27 16:26:29,6.5930787037037035,19.9,Late,30350
719ff9684dee150a72b969c2d0853af5,2018-05-17 09:44:35,2018-05-22 17:43:48,2018-06-06 21:28:59,20.489166666666666,69.9,Late,35680
2a717d97f9d41948b82901d96fb388ff,2018-06-18 21:48:14,2018-06-24 21:58:21,2018-06-25 18:14:48,6.851782407407407,188.0,Late,30672
9198b4e581a0d75d41d959e9a161d1fb,2018-06-06 13:01:42,2018-06-12 13:15:17,2018-06-19 12:26:24,12.975486111111111,59.9,Late,85816
1e454110fa14e6f2c0273c624515aa41,2018-07-24 15:16:23,2018-08-02 03:10:26,2018-08-07 14:56:35,13.98625,49.9,Late,28970
7590e5484e3ab1973abbed2b5f8146e1,2017-09-14 10:24:28,2017-09-20 10:36:26,2017-09-15 17:07:32,1.2799074074074075,39.9,Quick,4012
76d820534ecdb9ff90b20c635d1c593c,2017-11-03 16:43:28,2017-11-10 13:30:45,2017-11-08 21:34:59,5.202442129629629,54.0,In Time,81920
4248cc55f19d24204c0c33dbb85fb696,2018-03-12 16:10:40,2018-03-19 16:27:54,2018-03-22 12:39:00,9.85300925925926,35.0,Late,38770
c5ad60266a394a7f574c140c0248ec43,2017-04-12 00:35:08,2017-04-18 01:25:30,2017-04-19 15:41:48,7.62962962962963,64.99,Late,18230
0d665d0a88c9d2ae8edfcc1053ba13f9,2017-11-06 13:15:27,2017-11-13 14:27:09,2017-11-17 20:46:40,11.313344907407407,38.4,Late,20541
046023c2e3840562a6320b2bc22bda81,2017-11-24 20:17:18,2017-11-29 23:31:50,2017-11-28 17:57:59,3.903252314814815,335.9,In Time,6414
824417a658c64fabf08b55e981b184fe,2017-07-05 20:35:07,2017-07-11 20:50:07,2017-07-17 15:14:47,11.777546296296297,44.9,Late,13091
d1537836c453f9672f80c422d1af8cab,2018-02-26 17:45:47,2018-03-05 03:55:45,2018-03-20 16:03:22,21.928877314814816,74.9,Late,14620
d3371dea823352e8d3016da2f4d2f24c,2017-11-27 14:30:21,2017-12-01 14:39:28,2017-12-05 17:58:38,8.144641203703705,129.9,Late,26261
e192b63496e874f9ec02a62d97ac23be,2018-03-03 08:59:18,2018-03-16 09:10:28,2018-04-21 00:48:52,48.659421296296294,159.99,Late,65075
3b2d47df8aa11bc72eb017ae96631c4d,2017-08-22 21:52:58,2017-08-29 22:10:35,2017-08-25 20:30:02,2.9424074074074076,40.0,Quick,18130
41a6e516105939d8e985a14e2f9d534d,2018-05-05 17:27:52,2018-05-10 17:50:50,2018-05-16 14:33:10,10.878680555555556,110.0,Late,35900
37820e5c04da5c34523175842e470d25,2018-08-05 19:47:57,2018-08-13 04:50:30,2018-08-10 23:47:35,5.166412037037037,45.0,In Time,31010
6a03d0d3197b58dac687046338e114db,2018-04-26 14:53:19,2018-05-04 02:51:31,2018-05-23 22:32:19,27.31875,17.0,Late,29060
b892e2c2ecb74a9cca10c9dae8984043,2017-06-27 12:00:57,2017-07-03 12:35:41,2017-07-17 18:04:04,20.252164351851853,99.99,Late,11680
a52f0272f9150859ede915bb2eef1bf9,2017-11-14 03:16:49,2017-11-21 03:30:17,2017-11-27 18:52:11,13.649560185185186,38.99,Late,20950
7ca1ad2143cdd9d02d4d9c1fe9656f4c,2017-12-01 13:46:06,2017-12-15 13:58:45,2017-12-27 21:33:21,26.324479166666666,44.9,Late,92130
3735720b8c1cd4212fa0866a8e58a049,2018-05-16 23:08:51,2018-05-22 23:55:11,2018-05-21 20:50:54,4.904201388888889,189.9,In Time,22250
ca8abc474e7636166e173909fa9973ce,2018-04-29 18:45:34,2018-05-07 06:12:49,2018-05-08 20:22:30,9.067314814814814,299.99,Late,90035
626f6424e635c6341bfddf7d53bf3746,2018-01-21 21:30:56,2018-01-26 14:00:30,2018-02-06 20:07:41,15.9421875,35.5,Late,89240
0c2b0060d3c030936fff3266c4224733,2017-11-13 19:18:28,2017-11-21 04:15:45,2017-11-23 20:54:40,10.066805555555556,35.9,Late,5528
708d3d7c0c996a92a48a8cf501f6fd8b,2018-01-17 14:35:51,2018-01-24 14:33:13,2018-02-09 20:38:38,23.25193287037037,1089.0,Late,29162
614990b55e705d163e360ad21ed63a30,2018-05-16 18:10:37,2018-05-23 18:31:42,2018-06-12 20:21:27,27.09085648148148,113.9,Late,27600
04b7738ad5fbb213eeb7a2145bea8242,2018-05-16 10:58:56,2018-05-23 02:15:23,2018-05-18 20:22:23,2.391284722222222,159.0,Quick,13560
0611a79fca63467aea19ba6f75536058,2017-07-10 11:49:42,2017-07-14 12:05:21,2017-07-11 20:32:30,1.3630555555555555,39.0,Quick,11704
720a99b74861e955a2766b3932297a8c,2018-03-03 22:09:06,2018-03-08 22:28:49,2018-03-15 21:22:30,11.967638888888889,39.0,Late,38400
605a65763ded48a0db12fde2b0106a9b,2017-04-22 15:10:29,2017-04-27 15:21:18,2017-05-04 17:17:43,12.088356481481481,95.0,Late,4014
adc51b6b60ec7fe71a757fdf57f0e3b2,2017-12-04 22:02:12,2017-12-11 09:01:53,2017-12-29 18:13:33,24.841215277777778,394.65,Late,37200
7ce665a17cd6cb68137dc2816937a8a5,2017-08-02 16:17:16,2017-08-08 16:55:07,2017-08-09 19:51:21,7.148668981481482,97.0,Late,30140
a57ec1ab15e32bbd96dc388716a9193d,2018-07-17 20:04:35,2018-07-19 20:15:12,2018-07-24 17:21:23,6.886666666666667,78.0,Late,93950
6ce2f6c46900d2944aa402979ff81e6c,2018-07-23 12:55:39,2018-07-26 15:04:21,2018-07-31 20:02:25,8.296365740740741,93.99,Late,84010
0f02ea56e4c9e7d30adb19a0c3e07b02,2018-02-28 23:42:55,2018-03-08 02:15:27,2018-03-14 00:58:46,13.05267361111111,69.9,Late,11702
09286ea342ad6877942f93c17e1caf4c,2018-02-09 14:54:09,2018-02-19 14:09:47,2018-03-09 12:43:26,27.909224537037037,199.89,Late,11730
dfe1a1cff6291723d37ed8f60e12d5c9,2018-07-31 22:48:56,2018-08-02 23:05:12,2018-08-06 17:21:37,5.772696759259259,139.21,Late,6036
7d00513b69718715b52d242ae838730e,2017-04-10 19:52:53,2017-04-14 20:05:12,2017-04-20 11:34:45,9.654074074074074,89.9,Late,20540
71cbc9238e1177bbe3e484d098875aee,2018-02-16 07:59:09,2018-02-22 02:47:44,2018-02-28 11:33:28,12.148831018518518,69.9,Late,18707
d5696bd8ce0c14b8ab1265d38cc277c2,2017-04-25 14:19:04,2017-05-11 14:31:57,2017-05-15 07:13:50,19.704699074074075,220.0,Late,4304
cb80c358a1e10aa7f1d55a1739720ea7,2018-07-21 13:53:42,2018-08-01 14:05:11,2018-08-07 16:46:27,17.119965277777776,25.99,Late,35400
8fd853ced43959cc63ab4c1e06c6e7b6,2018-06-29 00:09:05,2018-07-06 00:30:46,2018-07-16 14:59:02,17.618020833333333,24.0,Late,11704
ad86b0d3d5cafc39d8b70a248b46cfa6,2018-04-12 03:50:51,2018-04-19 12:35:19,2018-04-30 17:24:42,18.56517361111111,72.9,Late,39530
0711b9c575a5235790c3f863179c3267,2018-06-01 08:21:03,2018-06-11 03:15:21,2018-06-13 00:08:45,11.658125,130.0,Late,36680
b165a0179ee138cb24d5cffb1129afb5,2018-05-07 21:48:28,2018-05-13 22:11:25,2018-05-10 19:42:37,2.9126041666666667,67.88,Quick,37570
b8a6dd90822f6005923cb6f8bf271716,2017-12-27 12:17:44,2018-01-03 12:29:20,2018-01-19 19:38:34,23.30613425925926,105.9,Late,88058
cf9b4a50fa5f421075dbe48dc3a1e30f,2017-11-24 13:07:27,2017-11-30 15:15:00,2017-12-07 18:04:43,13.206435185185185,117.3,Late,78250
28339865523dbb50062d7e3a07aeb27c,2017-11-10 17:54:06,2017-11-17 18:07:28,2017-11-23 18:17:44,13.016412037037037,5.99,Late,91910
5b33e5b23e569f404e6eccbbce3e0aa4,2017-07-07 17:16:39,2017-07-17 04:10:26,2017-07-28 19:47:43,21.104907407407406,572.0,Late,25976
3b5066af438aa1723c4e22290fe8dabd,2017-08-02 19:20:02,2017-08-09 03:04:44,2017-08-12 15:05:50,9.823472222222222,49.9,Late,30520
384c77719e344da55f8a137a0fc63b4b,2018-05-08 18:14:54,2018-05-16 18:30:43,2018-05-16 22:27:00,8.175069444444444,53.88,Late,38183
934687c37e7180c1b553ffbf3485af95,2018-05-19 18:40:22,2018-05-24 18:58:33,2018-05-22 16:36:44,2.9141435185185185,55.7,Quick,13205
258fdca015115622abad4d8ac1a13ae4,2018-01-06 22:15:13,2018-01-15 20:37:24,2018-02-03 17:34:45,27.80523148148148,40.9,Late,89120
f2307c6c281dc9e69cee79495692066a,2018-08-15 19:42:43,2018-08-20 03:24:23,2018-08-29 12:56:54,13.71818287037037,249.0,Late,65077
182680afbd9247820be311a34cafb4e9,2018-03-01 10:44:44,2018-03-07 10:55:33,2018-03-05 18:16:59,4.3140625,49.9,In Time,12230
5460b7ae3e4318981a10de9300d62d93,2018-04-13 19:11:25,2018-04-19 19:31:12,2018-05-09 20:28:56,26.05383101851852,130.0,Late,24342
5dab9be70a88ee01556f2313032412d3,2018-02-07 14:35:29,2018-02-13 14:55:40,2018-02-17 12:46:00,9.923969907407407,27.99,Late,36020
b4a38163bca1ff981f0ccbfdbaca0a20,2018-01-29 18:40:56,2018-02-02 18:55:24,2018-02-05 16:53:15,6.925219907407407,54.9,Late,70275
3bd820484fb08cbd09f9d3f378fae1a4,2018-06-01 18:20:55,2018-06-11 18:30:43,2018-08-10 17:52:42,69.98040509259259,790.0,Late,48602
ece8853f47b1069c213415c8b64ad6b3,2017-11-18 14:27:34,2017-11-23 14:35:27,2017-11-25 12:12:19,6.906076388888889,175.5,Late,80520
110fb617059394261537548c8124ee1e,2018-08-08 16:37:28,2018-08-20 03:24:37,,,169.9,Not Delivered Yet,3322
6e17d22f876e565a56aeaad937d6b951,2018-05-10 14:57:43,2018-05-15 15:11:37,2018-05-15 18:17:57,5.139050925925926,35.9,Late,35701
da877e58cc1ec4929dd9f252bb5bdc82,2018-06-10 20:02:09,2018-06-14 20:17:49,2018-06-19 13:44:38,8.737835648148149,18.9,Late,19814
b11277967c91e971b81a787a51849320,2017-03-02 15:22:55,2017-03-17 02:23:28,2017-03-14 13:12:23,11.909351851851852,98.3,In Time,22221
6b5a7273e54ae49ccc58c6d77f0bb847,2017-12-08 14:40:41,2017-12-14 14:50:18,2017-12-20 00:04:54,11.39181712962963,46.9,Late,9550
9575356ff2ceb13c4861bfb09185adf7,2017-09-13 10:00:41,2017-09-19 10:15:20,2017-09-26 20:41:30,13.445011574074075,37.99,Late,23040
7aaf9c17ae408e7a639faf0623c5cc73,2018-04-01 11:11:33,2018-04-09 05:27:47,2018-04-04 14:26:48,3.1355902777777778,12.99,In Time,13184
36252698cf1f3b91960c60cb2524ae78,2018-06-05 17:40:18,2018-06-19 02:55:12,2018-06-18 14:48:48,12.880902777777777,144.0,In Time,13920
37b2da18eede8674ecc05302ebb6e32b,2018-02-26 18:30:59,2018-03-06 09:56:32,2018-03-20 16:38:32,21.92190972222222,49.76,Late,29169
87440e08790d85796f5b8bc9f5ed2707,2018-07-26 09:43:52,2018-08-02 02:05:20,2018-08-03 16:04:33,8.264363425925925,23.03,Late,13330
62640a90dbc0dc6dedc1ce5925e36e00,2017-07-31 09:47:12,2017-08-04 10:03:08,2017-08-03 15:59:11,3.258321759259259,163.99,In Time,6454
6ff0290182691e0d6fdbc0bd7e0b0290,2017-04-15 21:33:36,2017-04-19 21:42:09,2017-04-20 12:36:13,4.62681712962963,69.0,Late,15600
67d7d2f069a2b83e36ab0304e03132e6,2018-08-15 15:11:49,2018-08-20 16:31:27,2018-08-24 20:35:48,9.224988425925925,52.9,Late,99700
50cb3b5a9be182d708715a0ea7d488b0,2018-03-14 15:59:17,2018-03-20 16:10:45,2018-03-26 17:17:40,12.05443287037037,24.9,Late,30180
00c9f7d4b0e87781465e562dc109f6aa,2017-05-21 19:21:32,2017-05-26 19:25:17,2017-05-31 14:04:41,9.779965277777778,14.99,Late,75903
2e5780555c99ce4a40180d00185ecaad,2017-06-26 08:48:48,2017-06-30 10:34:19,2017-06-29 12:37:42,3.1589583333333335,59.9,In Time,13560
de3a93f2df895a8b77a7e947b56a1af5,2017-11-13 15:51:38,2017-11-20 16:10:45,2017-11-22 20:41:23,9.201215277777777,40.0,Late,22775
d701dc60f61795a62070fa2494b6691a,2018-01-05 19:15:37,2018-01-12 19:27:42,2018-01-16 20:58:52,11.071701388888888,12.49,Late,24220
259d8af4acaef000d3b679869fbd12ab,2017-04-23 12:51:32,2017-05-02 08:10:22,2017-04-27 11:57:41,3.9626041666666665,16.99,In Time,38400
8576190c64f6d9d9ed5055185aeefe31,2017-07-28 14:49:53,2017-08-06 21:50:10,2017-08-01 13:05:51,3.9277546296296295,219.99,In Time,2804
efaeae23ce63af9377c93a7458a9011b,2018-06-30 20:53:06,2018-07-02 21:10:10,2018-07-11 22:18:49,11.059525462962963,79.9,Late,96085
736e1922ae60d0d6a89247b851902527,2018-07-15 14:49:44,2018-07-23 04:31:36,2018-07-26 22:03:06,11.300949074074074,1790.0,Late,29102
e7ff3e04ea51ac8a43db1fc220c76ce2,2017-03-27 11:07:37,2017-03-31 11:15:23,2017-04-12 16:47:41,16.236157407407408,115.0,Late,74810
4baa3882a6f5d47e5ac98cd10c942c4f,2017-01-20 21:20:07,2017-01-24 21:20:07,2017-01-28 11:34:03,7.593009259259259,99.9,Late,6660
b2556987198a8d2bf699d306c19a9962,2017-03-01 11:03:28,2017-03-08 09:50:16,2017-03-13 11:08:42,12.00363425925926,50.0,Late,35420
b5dd543f543e5ff34d1600de642c98bb,2017-11-21 11:44:23,2017-12-08 12:10:04,2017-11-23 20:14:42,2.354386574074074,109.9,Quick,3128
e54613f3313c396f77d8280b9121ea2e,2018-06-15 21:45:12,2018-06-20 22:20:30,2018-07-02 17:19:07,16.815219907407407,380.0,Late,87120
8ff75375a7a2cbf26e7fbac0c52c9810,2017-07-25 12:59:58,2017-08-01 02:15:37,2017-07-31 18:12:24,6.216967592592592,44.9,In Time,6020
bb2d7e3141540afc268df7ef6580fc75,2018-08-09 16:28:34,2018-08-13 17:35:17,,,21.9,Not Delivered Yet,20730
8394f8f42f1b8e51e88bc1901c0ea3b2,2017-11-15 20:50:40,2017-11-23 21:06:47,2017-12-29 13:38:52,43.70013888888889,259.9,Late,28635
091b6eccc5e978d6c77d8da3f3cec254,2017-07-27 15:04:57,2017-08-02 15:23:50,2017-08-11 20:14:53,15.215231481481482,126.0,Late,35010
3b0e2a09a2ba5ae468fee216d5cd1a22,2017-04-08 20:44:36,2017-04-17 04:02:01,2017-05-06 06:49:57,27.420381944444443,59.9,Late,98700
be7f750bcb350e7e289e828efc763466,2018-01-16 11:06:55,2018-01-23 03:38:46,2018-01-24 10:42:30,7.983043981481481,15.99,Late,23860
51355c5169d0324db651913ef8121f8c,2018-03-07 21:45:59,2018-03-13 22:08:43,2018-03-16 16:48:41,8.793541666666666,45.6,Late,11045
84436e09e2da8d549e06fa56fa0b74e0,2017-12-12 18:00:32,2017-12-18 19:09:57,2017-12-28 16:32:23,15.938784722222222,64.5,Late,22743
89d32b64af005178b318f76cd60f2c3c,2018-07-06 11:54:40,2018-07-12 12:11:05,2018-07-10 11:44:45,3.9931134259259258,89.9,In Time,14620
4dac0c9aec5f460f203ce439f8af0f8c,2018-05-07 23:49:04,2018-05-15 03:55:20,2018-05-23 17:38:39,15.742766203703704,19.9,Late,92120
69264247c0a6cc0003e9c47fda4c4693,2017-12-03 19:46:19,2017-12-18 17:34:40,2017-12-29 17:27:31,25.90361111111111,45.9,Late,24722
53f8893a652ff59a88793de9e5817ab4,2017-09-13 09:15:27,2017-09-19 13:50:17,2017-09-22 22:08:21,9.53673611111111,49.0,Late,65636
15c31c519540921d720cca6129389633,2018-07-28 19:07:40,2018-08-03 19:27:20,2018-08-01 00:11:09,3.210752314814815,25.9,In Time,11700
0e9ed1bc6589695f10e03b8eca833201,2018-08-20 03:21:20,2018-08-23 14:10:52,2018-08-23 21:57:45,3.775289351851852,118.13,Late,24230
aab0a15c4d4fd11c8b5c5827d567f202,2017-04-08 15:30:54,2017-04-26 15:42:18,2017-05-13 09:37:37,34.75466435185185,178.9,Late,87020
cf4ea4240b59ec0f7500690949509fc1,2018-04-29 13:50:30,2018-05-04 14:13:44,,,52.98,Not Delivered Yet,4330
8f743e79746b7603a908c7b536e4a14e,2017-08-24 19:54:03,2017-08-31 15:15:15,2017-08-31 20:33:14,7.027210648148148,289.9,Late,1307
efd2e87c44bebee6e88c8677e9e94448,2018-04-14 12:04:50,2018-04-27 12:15:13,2018-04-27 20:03:25,13.332349537037038,119.94,Late,19700
c4af7035333104ac0c5a20ffbe8884ee,2018-02-14 11:33:33,2018-02-26 10:30:35,2018-02-26 19:33:56,12.333599537037037,180.0,Late,38300
2f5d70ed755cd9161500d10f19737dce,2018-06-06 21:50:06,2018-06-24 22:12:19,2018-06-14 21:32:20,7.987662037037037,35.9,In Time,38414
88ed58abfdfae2aeba565453608e8e07,2018-04-24 18:28:49,2018-05-04 19:23:34,2018-04-30 21:12:03,6.113356481481482,49.95,In Time,13141
ad7dbdfbd06591893e48b29f3f45c9f3,2018-03-20 13:18:17,2018-03-26 13:31:35,2018-03-26 10:14:56,5.872673611111111,34.99,In Time,95300
147358ddf9e49b36b1e82b648678d1f8,2018-06-25 21:29:34,2018-07-01 21:53:17,2018-06-28 15:10:57,2.7370717592592593,82.0,Quick,20541
e44e0cbca34accde72251d80c7d08cfe,2018-05-16 17:13:17,2018-05-24 05:16:43,2018-05-22 18:55:49,6.071203703703704,1260.0,In Time,3321
5499acc5807b92e82c4789054f71c37a,2017-10-03 18:49:41,2017-10-20 20:07:08,2017-10-16 18:34:36,12.989525462962963,52.82,In Time,20260
b3514348dbf9b6aa45556bb03f2728a9,2018-04-05 22:08:31,2018-04-12 02:48:04,2018-05-05 14:41:37,29.689652777777777,129.0,Late,64049
379608a8412e127ea99752f0ae297408,2017-10-01 10:19:07,2017-10-05 10:28:15,2017-10-17 10:17:48,15.999085648148148,35.0,Late,85892
29151dfe1230f3ba25895f717989adaa,2017-09-14 21:53:50,2017-09-20 22:10:08,2017-09-20 19:08:00,5.884837962962963,89.9,In Time,14802
8284b00d4745bed4c4823f738941718f,2018-08-24 15:40:41,2018-08-28 15:55:15,2018-08-30 21:57:50,6.261909722222223,50.0,Late,24230
